ID	DOCULECT	CONCEPT	TOKENS	MORPHEMES	COMPOUNDS	COGIDS	AUTOID	STRICTID	LOOSEID	CHARACTERS_IS	CHARACTERS	LEXEME_NOTE	CONCEPT_CHINESE	STRUCTURE	NOTE
2836	Loudi	big	d a ¹¹	big/大	A	34	44	38	26	大	大		大	i n t	
2837	Nanchang	big	tʰ ai ²¹	big/大	A	34	44	38	26	大	大		大	i n t	
2838	Meixian	big	tʰ ai ⁵³	big/大	A	34	44	38	26	大	大		大	i n t	
2839	Guilin	big	t ai ²¹	big/大	A	34	44	38	26	大	大		大	i n t	
2840	Guangzhou	big	t ai ²²	big/大	A	34	44	38	26	大	大		大	i n t	
2841	Fuzhou	big	t w ai ²⁴²	big/大	A	34	44	38	26	大	大		大	i m n t	
2842	Xiamen	big	t w a ²²	big/大	A	34	44	38	26	大	大		大	i m n t	
4259	Beijing	bird	n j ɑu ²¹³	bird/鳥	N	745	45	39	27	鳥兒	鳥		鳥	i m n t	
4260	Ha_erbin	bird	n j au ²¹³	bird/鳥	N	745	45	39	27	鳥兒	鳥		鳥	i m n t	
4261	Ha_erbin	bird	tɕʰ j au ²¹³	bird/雀	N	746	46	40	27	雀兒	雀		鳥	i m n t	
4262	Jinan	bird	ɲ j ɔ ⁴⁵	bird/鳥	N	745	45	39	27	鳥兒	鳥		鳥	i m n t	
4263	Rongcheng	bird	tsʰ ɥ ɔ ³⁵	bird/雀	N	746	46	40	27	雀兒	雀		鳥	i m n t	
4264	Taiyuan	bird	n j au ⁵³	bird/鳥	N	745	45	39	27	鳥	鳥		鳥	i m n t	
4265	Xi_an	bird	tɕʰ j ɑu ⁵³	bird/鳥	N	745	45	39	27	鳥兒	鳥		鳥	i m n t	
4266	Chengdu	bird	tɕʰ ɥ o ²¹ + ə ⁵⁵	bird/雀 _:SUF/儿	N S	746 821	46	41	27	雀兒	雀 儿		鳥	i m n t + n t	雀儿
4267	Chengdu	bird	tɕʰ o ²¹ + tɕʰ o ²¹	bird/雀 _bird:RED/雀	N N2	746 788	46	42	27	雀雀	雀 雀		鳥	i n t + i n t	
4268	Nanjing	bird	l j ɔ ¹¹	bird/鳥	N	745	45	39	27	鳥	鳥		鳥	i m n t	
4269	Nanjing	bird	tɕʰ j o ʔ ⁵ + ts ɿ ⁰	bird/雀 _-child:SUF/子	N S	746 19	46	43	27	雀子	雀 子		鳥	i m n c t + i n t	
4270	Jixi	bird	ɲ j e ²¹³	bird/鳥	N	745	45	39	27	鳥	鳥		鳥	i m n t	
4271	Suzhou	bird	t j æ ⁵²	bird/鳥	N	745	45	39	27	鳥	鳥		鳥	i m n t	
4272	Wenzhou	bird	t j ɛ ²⁴² + Ø/ə ŋ̍/ŋ ⁰	bird/鳥 _:SUF/儿	N S	745 823	45	44	27	鳥兒	鳥 儿		鳥	i m n t + i n t	鸟儿
4273	Changsha	bird	ɲ j au ⁴¹	bird/鳥	N	745	45	39	27	鳥	鳥		鳥	i m n t	
4274	Loudi	bird	t j ɤ ⁴² + tɕ i ³⁵	bird/鳥 _:SUF/唧	N S	745 747	45	45	27	鳥唧	鳥 唧		鳥	i m n t + i n t	
4275	Nanchang	bird	ɲ j ɛu ²¹³	bird/鳥	N	745	45	39	27	鳥	鳥		鳥	i m n t	
4276	Meixian	bird	t j au ³³ + v e ⁰	bird/鳥 _:SUF/?	N S	745 822	45	44	27	鳥兒	鳥		鳥	i m n t + i n t	
4277	Guilin	bird	t j ɑu ²³	bird/鳥	N	745	45	39	27	鳥	鳥		鳥	i m n t	
4278	Guangzhou	bird	n j u ²³	bird/鳥	N	745	45	39	27	鳥	鳥		鳥	i m n t	
4279	Fuzhou	bird	ts ɛu ³²	bird/鳥	N	745	45	39	27	鳥	鳥		鳥	i n t	
4280	Xiamen	bird	ts j au ⁵³	bird/鳥	N	745	45	39	27	鳥	鳥		鳥	i m n t	
1865	Beijing	bite	j ɑu ²¹³	bite/咬	V	377	50	46	28	咬	咬		咬	i n t	
1866	Ha_erbin	bite	j au ²¹³	bite/咬	V	377	50	46	28	咬	咬		咬	i n t	
1867	Jinan	bite	j ɔ ⁴⁵	bite/咬	V	377	50	46	28	咬	咬		咬	i n t	
1868	Rongcheng	bite	j au ²¹⁴	bite/咬	V	377	50	46	28	咬	咬		咬	i n t	
1869	Taiyuan	bite	j au ⁵³	bite/咬	V	377	50	46	28	咬	咬		咬	i n t	
1870	Xi_an	bite	ɲ j ɑu ⁵³	bite/咬	V	377	50	46	28	咬	咬		咬	i m n t	
1871	Chengdu	bite	ŋ au ⁵³	bite/咬	V	377	50	46	28	咬	咬		咬	i n t	
1872	Nanjing	bite	j ɔ ¹¹	bite/咬	V	377	50	46	28	咬	咬		咬	i n t	
1873	Jixi	bite	ŋ ɤ ²¹³	bite/咬	V	377	50	46	28	咬	咬		咬	i n t	
1874	Suzhou	bite	ŋ æ ²³¹	bite/咬	V	377	50	46	28	咬	咬		咬	i n t	
1875	Wenzhou	bite	ŋ w ɔ ²⁴²	bite/咬	V	377	50	46	28	咬	咬		咬	i m n t	
1876	Changsha	bite	ŋ a ⁴¹	bite/咬	V	377	50	46	28	咬	咬		咬	i n t	
1877	Loudi	bite	ŋ a ³⁵	bite/咬	V	377	51	47	29	齒+厓	𪘬		咬	i n t	
1878	Nanchang	bite	ŋ au ²¹³	bite/咬	V	377	50	46	28	咬	咬		咬	i n t	
1879	Meixian	bite	ŋ a t ¹	bite/嚙	V	379	52	48	30	口+齒	嚙		咬	i n c t	
1880	Guilin	bite	ŋ ɑu ²³	bite/咬	V	377	50	46	28	咬	咬		咬	i n t	
1881	Guangzhou	bite	ŋ au ²³	bite/咬	V	377	50	46	28	咬	咬		咬	i n t	
1882	Fuzhou	bite	k a ²⁴²	bite/咬	V	377	50	46	28	咬	咬		咬	i n t	
1883	Xiamen	bite	k a ²²	bite/咬	V	377	50	46	28	咬	咬		咬	i n t	
3463	Beijing	black	x ei ⁵⁵	black/黑	A	296	53	49	31	黑	黑		黑	i n t	
3464	Ha_erbin	black	x ei ⁴⁴	black/黑	A	296	53	49	31	黑	黑		黑	i n t	
3465	Jinan	black	x ei ²¹⁴	black/黑	A	296	53	49	31	黑	黑		黑	i n t	
3466	Rongcheng	black	x ɛ ²¹⁴	black/黑	A	296	53	49	31	黑	黑		黑	i n t	
3467	Taiyuan	black	x ə ʔ ²	black/黑	A	296	53	49	31	黑	黑		黑	i n c t	
3468	Xi_an	black	x ei ²¹	black/黑	A	296	53	49	31	黑	黑		黑	i n t	
3469	Chengdu	black	x e ²¹	black/黑	A	296	53	49	31	黑	黑		黑	i n t	
3470	Nanjing	black	x e ʔ ⁵	black/黑	A	296	53	49	31	黑	黑		黑	i n c t	
3471	Jixi	black	x ɤ ʔ ³²	black/黑	A	296	53	49	31	黑	黑		黑	i n c t	
3472	Suzhou	black	h ə ʔ ⁴	black/黑	A	296	53	49	31	黑	黑		黑	i n c t	
3473	Wenzhou	black	h e ⁴¹	black/黑	A	296	53	49	31	黑	黑		黑	i n t	
3474	Changsha	black	x ə ²⁴	black/黑	A	296	53	49	31	黑	黑		黑	i n t	
3475	Loudi	black	x e ¹³	black/黑	A	296	53	49	31	黑	黑		黑	i n t	
3476	Nanchang	black	h ɛ t ⁵	black/黑	A	296	53	49	31	黑	黑		黑	i n c t	
3477	Meixian	black	h e t ¹	black/黑	A	296	53	49	31	黑	黑		黑	i n c t	
3478	Guilin	black	x ei ⁵⁵	black/黑	A	296	53	49	31	黑	黑		黑	i n t	
3479	Guangzhou	black	h ɐ k ³	black/黑	A	296	53	49	31	黑	黑		黑	i n c t	
3480	Fuzhou	black	u ⁵⁵	dark/烏	A	372	54	50	32	烏	烏		黑	n t	
3481	Xiamen	black	ɔ ⁵⁵	dark/烏	A	372	54	50	32	烏	烏		黑	n t	
1742	Beijing	blood	ɕ ɥ ɛ ²¹³	blood/血	N	359	55	51	33	血	血		血	i m n t	
1743	Ha_erbin	blood	ɕ ɥ ɛ ²¹³	blood/血	N	359	55	51	33	血	血		血	i m n t	
1744	Jinan	blood	ɕ j ə ²¹⁴	blood/血	N	359	55	51	33	血	血		血	i m n t	
1745	Rongcheng	blood	s j ɛ ²¹⁴	blood/血	N	359	55	51	33	血	血		血	i m n t	
1746	Taiyuan	blood	ɕ ɥ ə ʔ ²	blood/血	N	359	55	51	33	血	血		血	i m n c t	
1747	Xi_an	blood	ɕ j ɛ ²¹	blood/血	N	359	55	51	33	血	血		血	i m n t	
1748	Chengdu	blood	ɕ ɥ e ²¹	blood/血	N	359	55	51	33	血	血		血	i m n t	
1749	Nanjing	blood	ɕ ɥ e ʔ ⁵	blood/血	N	359	55	51	33	血	血		血	i m n c t	
1750	Jixi	blood	ɕ ɥ a ʔ ³²	blood/血	N	359	55	51	33	血	血		血	i m n c t	
1751	Suzhou	blood	ɕ ɥ ə ʔ ⁴	blood/血	N	359	55	51	33	血	血		血	i m n c t	
1752	Wenzhou	blood	ɕ y ⁴¹	blood/血	N	359	55	51	33	血	血		血	i n t	
1753	Changsha	blood	ɕ j e ²⁴	blood/血	N	359	55	51	33	血	血		血	i m n t	
1754	Loudi	blood	s w e ¹³	blood/血	N	359	55	51	33	血	血		血	i m n t	
1755	Nanchang	blood	ɕ ɥ e t ⁵	blood/血	N	359	55	51	33	血	血		血	i m n c t	
1756	Meixian	blood	ç j a t ¹	blood/血	N	359	55	51	33	血	血		血	i m n c t	
1757	Guilin	blood	ɕ ɥ e ⁵⁵	blood/血	N	359	55	51	33	血	血		血	i m n t	
1758	Guangzhou	blood	h y t ³	blood/血	N	359	55	51	33	血	血		血	i n c t	
1759	Fuzhou	blood	h ai ʔ ²⁴	blood/血	N	359	55	51	33	血	血		血	i n c t	
1760	Xiamen	blood	h w i ʔ ³²	blood/血	N	359	55	51	33	血	血		血	i m n c t	
2722	Beijing	blow	ʈʂʰ w ei ⁵⁵	blow/吹	V	555	56	52	34	吹	吹		吹	i m n t	
2723	Ha_erbin	blow	tsʰ w ei ⁴⁴	blow/吹	V	555	56	52	34	吹	吹		吹	i m n t	
2724	Jinan	blow	ʈʂʰ w ei ²¹⁴	blow/吹	V	555	56	52	34	吹	吹		吹	i m n t	
2725	Rongcheng	blow	ʈʂʰ w ei ⁵²	blow/吹	V	555	56	52	34	吹	吹		吹	i m n t	
2726	Taiyuan	blow	tsʰ w ei ²¹	blow/吹	V	555	56	52	34	吹	吹		吹	i m n t	
2727	Xi_an	blow	pfʰ ei ²¹	blow/吹	V	555	56	52	34	吹	吹		吹	i n t	
2728	Chengdu	blow	tsʰ w ei ⁴⁵	blow/吹	V	555	56	52	34	吹	吹		吹	i m n t	
2729	Nanjing	blow	tsʰ w ei ³¹	blow/吹	V	555	56	52	34	吹	吹		吹	i m n t	
2730	Jixi	blow	tɕʰ y ⁵⁵	blow/吹	V	555	56	52	34	吹	吹		吹	i n t	
2731	Suzhou	blow	tsʰ ʯ ⁴⁴	blow/吹	V	555	56	52	34	吹	吹		吹	i n t	
2732	Wenzhou	blow	tsʰ ɿ ⁴⁴	blow/吹	V	555	56	52	34	吹	吹		吹	i n t	
2733	Changsha	blow	tɕʰ w ei ³³	blow/吹	V	555	56	52	34	吹	吹		吹	i m n t	
2734	Loudi	blow	tɕʰ y ⁴⁴	blow/吹	V	555	56	52	34	吹	吹		吹	i n t	
2735	Nanchang	blow	tsʰ w i ⁴²	blow/吹	V	555	56	52	34	吹	吹		吹	i m n t	
2736	Meixian	blow	pʰ a ŋ ³³	blow/?	V	751	58	53	35	囗	囗		吹	i n c t	
2737	Guilin	blow	tsʰ w ei ⁴²	blow/吹	V	555	56	52	34	吹	吹		吹	i m n t	
2738	Guangzhou	blow	tsʰ øy ⁵⁵	blow/吹	V	555	56	52	34	吹	吹		吹	i n t	
2739	Fuzhou	blow	tsʰ w oi ⁵⁵	blow/吹	V	555	56	52	34	吹	吹		吹	i m n t	!i
2740	Fuzhou	blow	p u ŋ ⁵³	blow/㖹	V	556	57	54	36	口+盆	㖹		吹	i n c t	
2741	Xiamen	blow	p u n ²⁴	blow/㖹	V	556	57	54	36	口+盆	㖹		吹	i n c t	
3271	Beijing	bone	k u ²¹⁴	bone/骨	N	94	59	55	37	骨	骨		骨頭	i n t	
3272	Ha_erbin	bone	k u ²¹³ + tʰ ou ⁰	bone/骨 _head:SUF/頭	N S	94 319	59	56	37	骨頭	骨 頭		骨頭	i n t + i n t	
3273	Jinan	bone	k u ²¹⁴ + tʰ ou ⁰	bone/骨 _head:SUF/頭	N S	94 319	59	56	37	骨頭	骨 頭		骨頭	i n t + i n t	
3274	Rongcheng	bone	k u ²¹⁴ + tʰ ə ⁰	bone/骨 _head:SUF/頭	N S	94 319	59	56	37	骨頭	骨 頭		骨頭	i n t + i n t	
3275	Taiyuan	bone	k w ə ʔ ² + t əu ⁰	bone/骨 _head:SUF/頭	N S	94 319	59	56	37	骨頭	骨 頭		骨頭	i m n c t + i n t	
3276	Xi_an	bone	k u ²¹ + tʰ ou ⁰	bone/骨 _head/頭	N S	94 79	59	56	37	骨頭	骨 頭		骨頭	i n t + i n t	
3277	Xi_an	bone	k u ²¹ + t ou ⁰	bone/骨 _bone	N S	94 633	59	57	37	骨都	骨 都		骨頭	i n t + i n t	
3278	Chengdu	bone	k u ²¹ + tʰ əu ²¹	bone/骨 _head:SUF/頭	N S	94 319	59	56	37	骨頭	骨 頭		骨頭	i n t + i n t	
3279	Nanjing	bone	k u ʔ ⁵ + tʰ əɯ ¹³	bone/骨 _head:SUF/頭	N S	94 319	59	56	37	骨頭	骨 頭		骨頭	i n c t + i n t	
3280	Jixi	bone	k w ɤ ʔ ³²	bone/骨	N	94	59	55	37	骨	骨		骨頭	i m n c t	
3281	Suzhou	bone	k w ə ʔ ⁴ + d ʏ ¹³	bone/骨 _head:SUF/頭	N S	94 319	59	56	37	骨頭	骨 頭		骨頭	i m n c t + i n t	
3282	Wenzhou	bone	k y ⁴² + d ɤu ³⁴¹	bone/骨 _head:SUF/頭	N S	94 319	59	56	37	骨頭	骨 頭		骨頭	i n t + i n t	
3283	Wenzhou	bone	k y ⁴¹	bone/骨	N	94	59	55	37	骨	骨		骨頭	i n t	
3284	Changsha	bone	k u ²⁴ + t əu ⁰	bone/骨 _head:SUF/頭	N S	94 319	59	56	37	骨頭	骨 頭		骨頭	i n t + i n t	
3285	Loudi	bone	k u ¹³ + d j ɤ ¹³	bone/骨 _head:SUF/頭	N S	94 319	59	56	37	骨頭	骨 頭		骨頭	i n t + i m n t	
3286	Nanchang	bone	k u ʔ ⁵ + tʰ əu ⁰	bone/骨 _head:SUF/頭	N S	94 319	59	56	37	骨頭	骨 頭		骨頭	i n c t + i n t	
3287	Meixian	bone	k u t ¹ + tʰ eu ¹¹	bone/骨 _head:SUF/頭	N S	94 319	59	56	37	骨頭	骨 頭		骨頭	i n c t + i n t	
3288	Guilin	bone	k u ⁵⁵ + t ai ²²	bone/骨 _head:SUF/頭	N S	94 319	59	56	37	骨頭	骨 頭		骨頭	i n t + i n t	
3289	Guangzhou	bone	k w ɐ t ⁵	bone/骨	N	94	59	55	37	骨	骨		骨頭	i m n c t	
3290	Fuzhou	bone	k ɔu ʔ ²¹	bone/骨	N	94	59	55	37	骨	骨		骨頭	i n c t	
3291	Fuzhou	bone	k ɔu ʔ ²⁴ + k ɔu ʔ ²⁴	bone/骨 _bone:RED/骨	N N2	94 800	59	58	37	骨骨	骨 骨		骨頭	i n c t + i n c t	
3292	Xiamen	bone	k u t ³² + tʰ au ²⁴	bone/骨 _head:SUF/頭	N S	94 319	59	56	37	骨頭	骨 頭		骨頭	i n c t + i n t	
480	Beijing	breasts	ʐ u ²¹⁴ + f ɑ ŋ ³⁵	breast/乳 house.room/房	N N	126 127	63	59	38	乳房	乳 房		乳房	i n t + i n c t	
481	Ha_erbin	breasts	n ai ²¹³ + ts ɿ ⁰	breast/奶 _-child:SUF/子	N S	128 19	62	60	38	奶子	奶 子		乳房	i n t + i n t	
482	Ha_erbin	breasts	ts a ⁴⁴	breast/匝	N	129	70	61	40	匝儿	匝		乳房	i n t	!i
483	Jinan	breasts	m a ²¹³ + m a ⁰	mother/媽 _mother:RED/媽	N N2	50 808	66	62	39	妈妈	妈 妈		乳房	i n t + i n t	!i
484	Jinan	breasts	n ɛ ⁴⁵ + ts ɿ ⁰	breast/奶 _-child:SUF/子	N S	128 19	62	60	38	奶子	奶 子		乳房	i n t + i n t	
485	Rongcheng	breasts	n ai ²¹⁴ + ts ɿ ⁰	breast/奶 _-child:SUF/子	N S	128 19	62	60	38	奶子	奶 子		乳房	i n t + i n t	
486	Taiyuan	breasts	n ai ⁵³	breast/奶	N	128	62	63	38	奶	奶		乳房	i n t	
487	Xi_an	breasts	v u ⁵³ + f ɑ ŋ ²¹	breast/乳 house.room/房	N N	126 127	63	59	38	乳房	乳 房		乳房	i n t + i n c t	
488	Chengdu	breasts	l ai ⁴⁵ + l ai ⁵⁵	breast/奶 _breast:RED/奶	N N	128 66	62	64	38	奶奶	奶 奶		乳房	i n t + i n t	
489	Nanjing	breasts	l u ¹¹ + f ɑ̃ ¹³	breast/乳 house.room/房	N N	126 127	63	59	38	乳房	乳 房		乳房	i n t + i n t	
490	Jixi	breasts	l ɔ ³⁵ + ts ɿ ⁰	breast/奶 _-child:SUF/子	N S	128 19	62	60	38	奶子	奶 子		乳房	i n t + i n t	
491	Suzhou	breasts	n ɑ ¹³ + n ɑ ¹³	breast/奶 _breast:RED/奶	N N2	128 339	62	64	38	奶奶	奶 奶		乳房	i n t + i n t	
492	Wenzhou	breasts	n a ²⁴	breast/奶	N	128	62	63	38	奶	奶		乳房	i n t	
493	Changsha	breasts	y ⁴¹ + f a n ¹³	breast/乳 house.room/房	N N	126 127	63	59	38	乳房	乳 房		乳房	n t + i n c t	!b
494	Changsha	breasts	l ai ⁴¹ + ts ɿ ⁰	breast/奶 _-child:SUF/子	N S	128 19	62	60	38	奶子	奶 子		乳房	i n t + i n t	
495	Loudi	breasts	l a ³⁵ + b u ¹³	breast/奶 _woman/婆	N N	128 28	62	65	38	奶婆	奶 婆		乳房	i n t + i n t	
496	Nanchang	breasts	l ai ²¹³	breast/奶	N	128	62	63	38	奶	奶		乳房	i n t	
497	Meixian	breasts	n e n ⁵³ + k u ³³	breast/奶 _breasts	N N	128 130	62	66	38	奶姑	奶 姑		乳房	i n c t + i n t	
498	Guilin	breasts	l ai ²³ + f ɑ ŋ ²²	breast/奶 house.room/房	N N	128 127	62	67	38	奶房	奶 房		乳房	i n t + i n c t	
499	Guangzhou	breasts	y ²³ + f ɔ ŋ ²¹	breast/乳 house.room/房	N N	126 127	63	59	38	乳房	乳 房		乳房	n t + i n c t	
500	Fuzhou	breasts	n ɛi ŋ ⁵³	breast/奶	N	128	62	63	38	奶	奶		乳房	i n c t	
501	Xiamen	breasts	n j æ ⁵³ + j/Ø ã/a ⁵³	breast/奶 _:SUF/仔	N S	128 797	62	68	38	奶仔	奶 仔		乳房	i m n t + i n t	
3521	Beijing	breathe	x u ⁵⁵ + ɕ i ⁵⁵	inhale/呼 suck/吸	V V	203 198	71	69	41	呼吸	呼 吸		呼吸	i n t + i n t	
3522	Ha_erbin	breathe	x u ⁴⁴ + ɕ i ⁴⁴	inhale/呼 suck/吸	V V	203 198	71	69	41	呼吸	呼 吸		呼吸	i n t + i n t	
3523	Jinan	breathe	x u ²¹⁴ + ɕ i ²¹⁴	inhale/呼 suck/吸	V V	203 198	71	69	41	呼吸	呼 吸		呼吸	i n t + i n t	
3524	Rongcheng	breathe	ʈʂʰ ɐ n ²¹⁴ + cʰ j ə ³³⁴	breathe/喘 breath/氣	V N	658 332	73	70	41	喘氣兒	喘 氣		呼吸	i n c t + i m n t	
3525	Taiyuan	breathe	tsʰ w ə ʔ ² + tɕʰ i ⁴⁵	go.out/出 breath/氣	V N	659 332	73	71	41	出氣	出 氣		呼吸	i m n c t + i n t	
3526	Xi_an	breathe	x u ²¹ + ɕ i ²¹	inhale/呼 suck/吸	V V	203 198	71	69	41	呼吸	呼 吸		呼吸	i n t + i n t	
3527	Chengdu	breathe	f u ⁴⁵ + ɕ i ²¹	inhale/呼 suck/吸	V V	203 198	71	69	41	呼吸	呼 吸		呼吸	i n t + i n t	
3528	Nanjing	breathe	ʈʂʰ w ɑ̃ ¹¹ + tɕʰ i ⁴⁴	breathe/喘 breath/氣	V N	658 332	73	70	41	喘氣	喘 氣		呼吸	i m n t + i n t	
3529	Nanjing	breathe	x u ³¹ + ɕ i ʔ ⁵	inhale/呼 suck/吸	V V	203 198	71	69	41	呼吸	呼 吸		呼吸	i n t + i n c t	
3530	Jixi	breathe	tʰ i ²¹³ + tsʰ ɿ ³⁵	breathe/𢻕 breath/氣	V N	660 332	73	72	41	音+支氣	𢻕 氣		呼吸	i n t + i n t	
3531	Suzhou	breathe	tʰ ʏ ⁵² + tɕʰ i ⁴¹²	breathe/𢻕 breath/氣	V N	660 332	73	72	41	音+支氣	𢻕 氣		呼吸	i n t + i n t	
3532	Wenzhou	breathe	tʰ au ²⁴² + tsʰ ɿ ⁵¹	breathe/𢻕 breath/氣	V N	660 332	73	72	41	音+支氣	𢻕 氣		呼吸	i n t + i n t	
3533	Wenzhou	breathe	f u ⁴⁴ + ɕ j ai ⁴¹	inhale/呼 suck/吸	V V	203 198	71	69	41	呼吸	呼 吸		呼吸	i n t + i m n t	
3534	Changsha	breathe	f u ³³ + tɕ i ²⁴	inhale/呼 suck/吸	V V	203 198	71	69	41	呼吸	呼 吸		呼吸	i n t + i n t	!b
3535	Changsha	breathe	tɕʰ y ²⁴ + tɕʰ i ⁵⁵	go.out/出 breath/氣	V N	659 332	73	71	41	出氣	出 氣		呼吸	i n t + i n t	
3536	Loudi	breathe	tɕʰ y ¹³ + tɕʰ i ³⁵	go.out/出 breath/氣	V N	659 332	73	71	41	出氣	出 氣		呼吸	i n t + i n t	
3537	Nanchang	breathe	f u ⁴² + ɕ i t ⁵	inhale/呼 suck/吸	V V	203 198	71	69	41	呼吸	呼 吸		呼吸	i n t + i n c t	
3538	Nanchang	breathe	ɕ i t ⁵ + tɕʰ i ²⁴	suck/吸 breath/氣	V N	198 332	72	73	41	吸氣	吸 氣		呼吸	i n c t + i n t	
3539	Meixian	breathe	tʰ eu ⁵³ + ç i ⁵³	permeate/透 breath/氣	V N	163 332	73	74	41	透氣	透 氣		呼吸	i n t + i n t	
3540	Guilin	breathe	tsʰ w ã ²³ + tɕʰ i ²⁵	breathe/喘 breath/氣	V N	658 332	73	70	41	喘氣	喘 氣		呼吸	i m n t + i n t	
3541	Guangzhou	breathe	f u ⁵⁵ + kʰ ɐ p ⁵	inhale/呼 suck/吸	V V	203 198	71	69	41	呼吸	呼 吸		呼吸	i n t + i n c t	
3542	Fuzhou	breathe	h u ⁵⁵ + h ɛi ʔ ²⁴	inhale/呼 suck/吸	V V	203 198	71	69	41	呼吸	呼 吸		呼吸	i n t + i n c t	
3543	Xiamen	breathe	h ɔ ⁵⁵ + kʰ i ⁵³	inhale/呼 breath/氣	V N	203 332	71	75	41	呼氣	呼 氣		呼吸	i n t + i n t	
605	Beijing	burn	ʂ ɑu ⁵⁵	burn/烧	V	140	78	76	42	烧	烧		燒	i n t	
606	Ha_erbin	burn	ʂ au ⁴⁴	burn/烧	V	140	78	76	42	烧	烧		燒	i n t	
607	Jinan	burn	ʂ ɔ ²¹⁴	burn/烧	V	140	78	76	42	烧	烧		燒	i n t	
608	Rongcheng	burn	ʂ au ⁵²	burn/烧	V	140	78	76	42	烧	烧		燒	i n t	
609	Taiyuan	burn	s au ²¹	burn/烧	V	140	78	76	42	烧	烧		燒	i n t	
610	Xi_an	burn	ʂ ɑu ²¹	burn/烧	V	140	78	76	42	烧	烧		燒	i n t	
611	Chengdu	burn	s au ⁴⁵	burn/烧	V	140	78	76	42	烧	烧		燒	i n t	
612	Nanjing	burn	s ɔ ³¹	burn/烧	V	140	78	76	42	烧	烧		燒	i n t	
613	Jixi	burn	ɕ j o ⁵⁵	burn/烧	V	140	78	76	42	烧	烧		燒	i m n t	
614	Suzhou	burn	s æ ⁴⁴	burn/烧	V	140	78	76	42	烧	烧		燒	i n t	
615	Wenzhou	burn	ɕ j ɛ ⁴⁴	burn/烧	V	140	78	76	42	烧	烧		燒	i m n t	
616	Changsha	burn	s au ³³	burn/烧	V	140	78	76	42	烧	烧		燒	i n t	
617	Loudi	burn	ɕ j ɤ ⁴⁴	burn/烧	V	140	78	76	42	烧	烧		燒	i m n t	
618	Nanchang	burn	s ɛu ⁴²	burn/烧	V	140	78	76	42	烧	烧		燒	i n t	
619	Meixian	burn	s au ³³	burn/烧	V	140	78	76	42	烧	烧		燒	i n t	
620	Guilin	burn	s ɑu ⁴²	burn/烧	V	140	78	76	42	烧	烧		燒	i n t	
621	Guangzhou	burn	s j u ⁵³	burn/烧	V	140	78	76	42	烧	烧		燒	i m n t	
622	Fuzhou	burn	s j eu ⁵⁵	burn/烧	V	140	78	76	42	烧	烧		燒	i m n t	
623	Xiamen	burn	s j o ⁵⁵	burn/烧	V	140	78	76	42	烧	烧		燒	i m n t	
3314	Beijing	child	x ɛ ³⁵	child/孩	N	636	79	77	43	孩	孩		孩子	i n t	
3315	Ha_erbin	child	ɕ j au ²¹³ + x a ²⁴	small/小 child/孩	A N	49 636	79	78	43	小孩兒	小 孩		孩子	i m n t + i n t	
3316	Ha_erbin	child	ɕ j au ²¹³ + k a ⁴⁴	small/小 child/嘎	A N	49 637	84	79	43	小嘎兒	小 嘎		孩子	i m n t + i n t	
3317	Jinan	child	x ɛ ⁵³ + ts ɿ ⁰	child/孩 _-child:SUF/子	N S	636 19	79	80	43	孩子	孩 子		孩子	i n t + i n t	
3318	Jinan	child	x a ⁵³	child/孩	N	636	79	77	43	孩兒	孩		孩子	i n t	
3319	Rongcheng	child	x ai ³⁵ + ts ɿ ⁰	child/孩 _-child:SUF/子	N S	636 19	79	80	43	孩子	孩 子		孩子	i n t + i n t	
3320	Taiyuan	child	x ai ²¹	child/孩	N	636	79	77	43	孩	孩		孩子	i n t	
3321	Taiyuan	child	x ai ²¹ + ts ə ʔ ⁰	child/孩 _-child:SUF/子	N S	636 19	79	80	43	孩子	孩 子		孩子	i n t + i n c t	
3322	Taiyuan	child	ɕ j au ⁵³ + v a ²¹ + v a ²¹	small/小 _child/娃 child/娃	A N N2	49 33 797	81	81	43	小娃娃	小 娃 娃		孩子	i m n t + i n t + i n t	
3323	Taiyuan	child	v a ²¹ + v a ²¹	_child/娃 child/娃	N N2	33 797	81	82	43	娃娃	娃 娃		孩子	i n t + i n t	
3324	Xi_an	child	w ɑ ⁴⁴	child/娃	N	33	81	83	43	娃	娃		孩子	i n t	
3325	Chengdu	child	w a ²¹ + w a ²¹	child/娃 娃	N N2	33 797	81	82	43	娃娃	娃 娃		孩子	i n t + i n t	
3326	Chengdu	child	ts ai ⁵³ + ts ai ⁵³	child/崽 _child:RED/崽	N N2	638 798	86	84	43	崽崽	崽 崽		孩子	i n t + i n t	
3327	Nanjing	child	w ɑ ¹³ + ə ⁰	child/娃 _:SUF/儿	N S	33 796	81	85	43	娃兒	娃 儿		孩子	i n t + n t	
3328	Nanjing	child	x ɛ ¹³ + ts ɿ ⁰	child/孩 _-child:SUF/子	N S	636 19	79	80	43	孩子	孩 子		孩子	i n t + i n t	
3329	Jixi	child	s ɿ ³⁵ + j ɑ̃ ⁴⁴ + k o ⁵³	small/細 _person/人 _family/家	A N N	348 38 42	82	86	43	細人家	細 人 家		孩子	i n t + i n t + i n t	
3330	Suzhou	child	s j æ ⁵² + ɲ i n ¹³	small/小 _person/人	A N	49 38	84	87	43	小人	小 人		孩子	i m n t + i n c t	
